,puuid,assists,deaths,kills,bountyLevel,champExperience,champLevel,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,inhibitorTakedowns,inhibitorsLost,killingSprees,pentaKills,quadraKills,timePlayed,totalTimeSpentDead,wardsKilled,wardsPlaced,baronKills,acesBefore15Minutes,controlWardsPlaced,damagePerMinute,goldPerMinute,killParticipation,laneMinionsFirst10Minutes,maxCsAdvantageOnLaneOpponent,skillshotsHit,damageTakenOnTeamPercentage,gameLength,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,teamEarlySurrendered,win,freshBlood,hotStreak,Churner
10,0eI3Eb9O0NHGmz3FzvJ0XQFp5crZopMdVGbbXViA4a7SEUK5U4_6uQAazdhSciFcB6Tjw_4stywCSQ,-1.2300000000000004,-0.1900000000000004,-0.08999999999999986,-0.08000000000000007,-180.38999999999942,0.35999999999999943,1591.22,770.6799999999998,1591.22,-1942.4699999999993,0.010000000000000009,-0.29000000000000004,0.020000000000000018,0.0,-0.02,6.960000000000036,-0.8400000000000034,1.08,-1.9100000000000001,-0.04,-0.039999999999999994,0.3500000000000001,38.969999999999914,18.439999999999998,-0.08999999999999997,18.699999999999996,-1.1799999999999997,0.4200000000000017,0.010000000000000009,6.910000000000082,13.830000000000002,-6.19,9.450000000000003,-2.06,0.0,-17.439999999999998,0.0,14.090000000000003,0.0,0.0,False
11,0fkuViOsH7aAapXYZqzJgU6Kk0L-cbqYTiMjI0RqmK6SKypncaGpYIoDLVjQwI1WFxbLk1UxAUiqZQ,-3.4499999999999993,-2.05,-1.0899999999999999,-0.16999999999999993,-1277.83,-0.3800000000000008,1907.75,9095.809999999998,1907.75,339.4599999999991,0.16000000000000003,-0.4800000000000001,-0.41999999999999993,0.0,-0.03,99.72000000000003,-54.43000000000001,0.6,1.5999999999999996,-0.009999999999999995,-0.23,0.020000000000000018,-186.89,-54.24000000000001,-0.08000000000000002,-1.240000000000002,19.18,-9.719999999999999,0.01999999999999999,99.71000000000004,-13.0,2.33,4.670000000000002,12.0,0.0,5.329999999999998,0.0,1.0,0.0,0.0,False
12,0mPfkUE9RmnTkRMESXtJudr-tEFZAllPN37hIKz0rOA7R2xy_6sMePG6_6Y-a9NbgIMddxwSbfY3pA,-2.5300000000000002,0.1299999999999999,-2.63,-0.76,450.27000000000044,0.3200000000000003,-384.55999999999995,-2861.3600000000006,-384.55999999999995,1122.8600000000006,0.030000000000000027,-0.08999999999999997,-0.19999999999999996,0.0,-0.05,-60.320000000000164,10.95999999999998,-0.67,0.47999999999999954,-0.08,-0.01,-0.13,-2123.3199999999997,-18.620000000000005,-0.28,6.229999999999997,2.039999999999999,-14.389999999999997,0.010000000000000009,-60.50999999999999,-9.41,4.910000000000002,-1.18,-8.139999999999999,-1.18,-6.670000000000002,0.0,-12.550000000000004,0.0,0.0,False
13,0qdGagAxdTMX_NVFo3VyPdPDYrA0ENAllMnFDvx9zYqEFir8t6WiWTshtFkWAUacaXGFYfcrdQEoBQ,-0.040000000000000924,0.41999999999999993,-0.3799999999999999,-0.36,1345.5699999999997,1.1099999999999994,-552.8900000000001,-2590.83,-552.8900000000001,3900.5499999999993,0.06,0.8,-0.010000000000000009,0.0,0.0,-68.22000000000003,4.439999999999998,-1.71,-6.43,-0.02,0.13,-1.8899999999999997,-50.91000000000008,48.06,-0.11000000000000004,5.019999999999998,4.59,4.979999999999997,0.0,-68.25,-5.709999999999999,4.82,-3.9499999999999993,-5.26,0.0,-22.81,0.0,-12.719999999999999,0.0,0.0,False
14,19f7IcTGUBDPt5cvvis1Vum_NpdPJxIwHca-PPbMjTyL3h9Oesg32V_AgaqetJ2gciCtYhp60013Zg,-0.6699999999999999,0.7400000000000002,-1.54,-0.66,-1974.1399999999994,-1.0,30.670000000000073,-2009.3500000000004,30.670000000000073,-5174.300000000001,-0.18999999999999997,-0.13,-0.23999999999999988,0.0,0.0,-133.25,8.800000000000011,-0.41000000000000014,-2.1400000000000006,0.0,0.0,-0.41000000000000014,-674.74,-18.94999999999999,-0.09000000000000002,-3.5500000000000043,-6.73,20.989999999999995,-0.020000000000000018,-133.3499999999999,1.6600000000000001,-7.23,3.8899999999999997,-4.44,0.0,2.780000000000001,0.0,-19.439999999999998,0.0,0.0,False
15,1DrSLWmHtX4aNp2wJLGCKc6UKUOZY7SlY1xI7QREn2k7_zE6dE6HbSOPDZStA3iOBsfv01NWBXDFxQ,1.2200000000000006,2.04,0.9199999999999999,-0.5499999999999999,1465.7999999999993,0.7400000000000002,-394.51,-1759.4399999999996,-394.51,67.38999999999942,-0.3,0.6799999999999999,0.3700000000000001,0.0,-0.01,35.47000000000003,65.12,-0.42999999999999994,-0.8399999999999999,-0.03,-0.009999999999999981,0.0,72.41999999999996,48.31,0.010000000000000009,-8.200000000000003,-4.760000000000002,1.4600000000000009,-0.010000000000000009,35.289999999999964,11.67,-5.56,8.89,-5.56,0.0,-7.780000000000001,0.0,-18.33,0.0,0.0,False
16,1FZRZ454KXesghvG8SuEOHaAb3r9SEy4F9NiKpz2ejBOvjleNquIQmfuYmlJPwM_OMMJs4CljcrUhQ,-0.9199999999999999,1.0899999999999999,-0.5099999999999998,0.040000000000000036,46.590000000000146,0.009999999999999787,252.0999999999999,-3340.92,252.0999999999999,2930.5999999999985,0.10999999999999999,0.19999999999999996,-0.21999999999999997,0.0,0.0,20.820000000000164,23.389999999999986,0.16999999999999993,0.3000000000000007,-0.04,0.0,0.10000000000000009,-30.940000000000055,-15.870000000000005,-0.09999999999999998,4.079999999999998,-1.3100000000000023,0.08999999999999986,0.0,20.799999999999955,-4.0,0.0,4.33,-8.0,0.0,-11.67,0.0,-6.0,0.0,0.0,True
17,1Z3nCdcYkfYEKnqK4v8OG5YJ_vr-KUS3yGeZyr9cbx9UrbJuyJK0wuaDtNU8TVzsWLbU3ssjjoIENg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
18,25x_h_4KYAL2gQkCcy3XNvCn8crpEX7vbyJGp5qvmxhrifE52jKIqyD30OmEwn6oyiEZildnorqx9w,8.589999999999998,2.79,-6.3100000000000005,-4.72,2055.760000000002,0.42999999999999794,-3896.7,-6193.889999999999,-3896.7,3028.279999999999,0.029999999999999916,0.32999999999999996,-0.030000000000000027,-0.06000000000000001,-0.18,-165.91000000000008,63.290000000000006,-0.65,-0.8899999999999997,-0.06,0.32999999999999996,-0.5399999999999999,-160.6500000000001,6.340000000000032,-0.6000000000000001,-13.79,-6.149999999999999,14.219999999999999,-0.060000000000000026,-166.17000000000007,-0.3699999999999992,-9.06,12.320000000000002,-18.84,0.0,-5.069999999999997,0.0,-12.680000000000007,0.0,0.0,False
19,2KkS1X8pW_DlMBHQ-EMorFwnDTPKejoQhaj43dijgOXW1GyJiB_Ae-i2ZPkDTfwffnK_e5qyJv0ZXw,2.0700000000000003,-0.9199999999999999,1.1300000000000008,-0.10999999999999988,1153.3500000000004,0.33000000000000007,-728.8199999999997,-1703.0400000000009,-728.8199999999997,542.4300000000003,0.06,-0.14,0.20000000000000018,-0.04,-0.039999999999999994,-17.449999999999818,-17.419999999999987,-0.29000000000000004,-0.39000000000000057,0.0,0.13,-0.039999999999999925,51.98999999999978,32.73000000000002,0.020000000000000018,-11.579999999999998,8.790000000000006,2.0500000000000007,0.0,-17.75999999999999,0.0,5.0,8.670000000000002,-11.329999999999998,0.0,5.670000000000002,0.0,10.670000000000002,0.0,0.0,True
20,2g_IFQWxC0tMtLvRrggiMfMpexorYdfWY5R2f1Q3zwLMCZmvAoYXIusOtb3KEhSlWo60ywmwnTQ0hQ,-0.8100000000000005,0.4900000000000002,-1.3399999999999999,-0.51,121.89999999999964,-0.3100000000000005,899.96,-1515.83,899.96,3165.409999999998,-0.38999999999999996,0.69,-0.27,0.0,0.0,-200.28999999999996,7.680000000000007,-1.51,-3.01,-0.04,-0.07999999999999999,-0.25,-1325.01,33.879999999999995,-0.25999999999999995,9.84,-8.67,-1.990000000000002,0.01999999999999999,-200.33999999999992,-10.45,-1.49,-2.119999999999999,-7.46,6.84,-25.37,6.84,-31.72,0.0,0.0,True
21,2hz5mLYNPcCbbQEn2AltA3B_m-fPg6Iuhv-ei5CVqeaAtCCE_WidBFuMrEBLL3v2eHP0kQHPqtoFUQ,-1.7800000000000002,-1.2400000000000002,-2.83,-0.73,-345.52000000000044,0.019999999999999574,-2041.52,-7229.360000000001,-2041.52,-3405.09,-0.25,0.43000000000000016,-0.69,0.0,-0.02,3.6299999999998818,-42.860000000000014,-0.6,0.0,-0.13,0.0,-0.44,-173.78999999999996,-68.50999999999999,-0.18,4.259999999999998,-31.96,3.469999999999999,-0.04000000000000001,3.759999999999991,-2.13,0.8799999999999999,-3.19,-1.2400000000000002,-1.06,1.7800000000000011,0.0,-19.86,0.0,0.0,True
22,2tUd9BzdPSSZp9fwKXL-RhzFQhVSbBOP_PU2yMqkqVcY6241sxqRvpDc8L8V_qlterfE-2ZjgzBXvQ,-5.84,-1.6500000000000004,-1.2400000000000002,0.3400000000000001,-2926.1900000000005,-1.2800000000000011,251.61000000000013,3221.79,251.61000000000013,-3669.59,-0.13,-0.20000000000000007,-0.6299999999999999,-0.01,0.0,191.43999999999983,-25.539999999999992,1.14,3.59,-0.01,-0.2,0.0,-234.55999999999995,-129.37,-0.010000000000000009,7.199999999999999,1.610000000000003,-0.44000000000000483,0.010000000000000009,191.3900000000001,-1.2199999999999989,-8.42,-14.83,0.96,0.0,8.250000000000002,0.0,-4.649999999999999,0.0,0.0,False
23,2wKTX9hARXD7w_ZJqvuEOAoqKSN46v4_A7JEWfYEgcEHKmGfvi7oo-n-1k0MqGJbfKlOXGrff6pAag,-1.6799999999999997,0.8799999999999999,-1.96,-0.31,-2059.51,-0.7300000000000004,1197.15,2121.9800000000005,1197.15,-4537.77,0.02999999999999997,-0.22000000000000008,-0.46999999999999986,0.0,-0.08,257.1500000000001,15.940000000000026,0.41000000000000003,1.06,0.12000000000000001,-0.38,-0.02,-516.0899999999999,-137.71000000000004,-0.18000000000000005,13.810000000000002,-5.27,-5.82,-0.06,257.1600000000001,-5.959999999999999,-1.1899999999999995,-4.76,1.1900000000000004,-1.19,1.1900000000000013,0.0,0.0,0.0,0.0,True
24,339eZZHmd2oMxO2E_gPQ5eAAYQbskeKhM48esMkkW_mE_NJroRpJm6jJ_0hKBcA5CZdFRes1aBOu4w,2.99,0.46999999999999975,-1.2200000000000006,-0.8899999999999999,171.7400000000016,0.29999999999999716,-1514.13,-4072.6099999999997,-1514.13,2110.5800000000017,-0.33999999999999997,0.2699999999999999,-0.20000000000000018,-0.03,-0.15,-143.13999999999987,0.9000000000000057,-0.23,-2.43,-0.01,-0.16000000000000003,-0.06,10.730000000000018,25.840000000000032,0.010000000000000009,-11.16,-22.78,18.25,-0.010000000000000009,-142.68999999999983,8.0,-7.0,3.6700000000000017,-8.0,0.0,-9.329999999999998,0.0,-23.0,0.0,0.0,False
25,33v2GD9WFTiawVVbZhUIiyorkTO8PtiKbikz54WXBJD15uu08kZZUyf8qBNx_hcXRi-0fCEnImLWgw,-0.5,-0.3700000000000001,0.1299999999999999,-0.47000000000000003,-758.4599999999991,-0.13000000000000078,878.8600000000001,-730.2600000000002,878.8600000000001,-4463.790000000001,0.14,0.09000000000000008,-0.010000000000000009,0.0,-0.03,-73.79999999999995,-22.119999999999976,-0.18000000000000016,-0.6299999999999999,-0.06,0.0,0.11000000000000001,-2161.96,10.419999999999959,0.010000000000000009,10.530000000000001,2.789999999999999,-3.3599999999999994,-0.03,-73.81999999999994,-1.8000000000000007,11.08,19.94,10.340000000000002,-2.53,2.7500000000000018,0.0,-7.699999999999996,0.0,0.0,True
26,3OfxYlpMQ-lMeVHtKOTHDvCn2H5p49vhR3gYEAamngo3Ncyxra8iu8HDHOY_LTmtn3n0tBKzxHYjUQ,-5.02,-1.7999999999999998,-3.59,0.2599999999999999,-3415.5300000000007,-1.2599999999999998,857.3599999999999,4612.030000000001,857.3599999999999,-4949.02,-0.09000000000000002,0.2599999999999999,-1.2600000000000002,0.0,-0.08,420.45000000000005,-24.75,1.01,4.609999999999999,0.0,-0.54,-0.01,-407.90999999999997,-222.16999999999996,-0.15999999999999998,17.48,-2.580000000000002,1.509999999999998,-0.009999999999999981,420.3799999999999,-7.329999999999998,-0.6699999999999999,-19.0,-5.0,0.0,4.0,0.0,-12.329999999999998,0.0,0.0,False
27,3fgCTgqMFsedj-zHrogl1u7lNpbq5jwChhrSAIgyKmhTeaCiaDsxeRcJz-AfY0ozK3cvCUUa75ydwg,3.84,0.8100000000000005,-1.6500000000000004,0.26,2031.6900000000005,1.2300000000000004,20.940000000000055,-3371.24,20.940000000000055,7994.6500000000015,0.16999999999999998,-0.18000000000000005,-0.75,0.0,0.0,86.70000000000005,21.419999999999987,0.5800000000000001,1.8399999999999999,-0.07,0.14,0.04999999999999993,-114.74000000000001,-16.139999999999986,-0.08000000000000007,-10.36,-3.6499999999999986,-8.809999999999995,0.010000000000000009,86.72000000000003,-8.999999999999998,-14.67,-1.0,-13.33,0.0,-8.659999999999997,0.0,18.67,0.0,0.0,False
28,3iLlG7ecUxSVgZdaUZqkN0JAu_0UJpzfUWoC4nilHD4qQmuh2ftVRie-EuMyirnHwm0157EwfkQfSw,1.33,0.4900000000000002,0.020000000000000462,-0.2699999999999999,1475.5200000000004,0.7400000000000002,694.04,913.5,694.04,4528.469999999999,0.21999999999999997,-0.17000000000000004,-0.15999999999999992,0.0,-0.03,57.309999999999945,20.47,0.24,-0.33000000000000007,-0.06,0.21000000000000002,-0.12,-902.9499999999998,16.110000000000014,0.0,-2.3900000000000006,-0.41000000000000014,-1.4500000000000028,0.009999999999999981,57.31000000000017,-1.0500000000000007,-3.12,7.290000000000001,-6.25,0.0,15.619999999999997,0.0,2.0799999999999983,0.0,0.0,True
29,3noPnFXbZZ6YRkNiDt3N2b6SByUJodeBni4tvofinEPKZwo_w1sHLVPw3lSKwHLb2cQX51mUzlpQaA,-1.4800000000000004,0.2999999999999998,-0.6500000000000004,0.06999999999999995,-187.59000000000015,0.4299999999999997,216.32000000000016,1420.3400000000001,216.32000000000016,978.1599999999999,0.16000000000000003,-0.45999999999999985,-0.32000000000000006,0.0,0.0,-23.75999999999999,5.47999999999999,-1.2999999999999998,-5.93,-0.01,0.09,-1.58,73.5,0.9699999999999704,-0.07000000000000006,16.240000000000002,-1.6699999999999982,39.01,0.009999999999999981,-23.87999999999988,10.88,-7.06,-2.26,-8.24,-2.35,19.32,0.0,4.119999999999997,0.0,0.0,True
30,4Sw-7pvxE7L2Ad2lhrL-M0IWbW2yqwUkGzS7TmARu1YCL6a6e3717A5AmpVVbUP0hlhVQlk5qjRrLg,7.58,0.5599999999999996,0.16999999999999993,-0.1200000000000001,2432.909999999998,0.9000000000000021,-1135.38,-1978.3400000000001,-1135.38,3780.8100000000013,0.2799999999999999,0.09999999999999998,0.24,0.0,-0.01,47.00999999999999,13.26000000000002,-0.17000000000000015,-0.6699999999999999,-0.01,0.22000000000000003,-0.27000000000000013,11.049999999999955,19.079999999999984,0.11000000000000004,0.3999999999999986,-14.850000000000001,15.919999999999998,-0.010000000000000009,47.069999999999936,-7.04,-5.75,-1.5299999999999994,-5.63,0.0,-23.94,0.0,-3.520000000000003,0.0,0.0,False
31,4krg07q9OvZlXgDrMIrmLLLOYz3qnGF_MR0fJ5FNFcAYH1waslyHfIJBCLeTOx_mDtd3qxMks5iEog,-6.130000000000001,0.5,-0.4800000000000004,-0.38,-1493.42,-1.2599999999999998,1292.01,2541.84,1292.01,-9139.18,-0.07,-0.15000000000000002,-0.15000000000000013,-0.02,0.020000000000000004,59.13000000000011,15.759999999999991,-0.7200000000000002,2.08,-0.13999999999999999,-0.37,-0.83,410.50999999999976,-68.08999999999997,-0.24000000000000005,16.02,1.879999999999999,-7.239999999999995,-0.03999999999999998,59.51000000000022,2.21,0.3400000000000034,-10.2,10.55,6.29,-5.959999999999999,6.29,-17.509999999999998,0.0,0.0,True
32,51dazs4XhRwF9Upq7_CYQ3NNEgnJJiHQBOM_S_YpMTJdpWRPW8TtQ_gHA7q64iThdABYqN66FGCP4g,8.919999999999998,-0.7300000000000004,-2.9399999999999995,-0.27,642.960000000001,0.3000000000000007,-1464.5900000000001,-5899.16,-1464.5900000000001,-4896.110000000001,0.28,0.53,-0.8300000000000001,0.0,0.0,135.20000000000005,-40.80000000000001,0.5699999999999998,5.76,0.009999999999999995,0.07,0.85,-203.76,-62.610000000000014,0.09000000000000002,-14.29,-18.85,61.45,-0.04999999999999999,135.1199999999999,-5.0,-7.67,12.670000000000002,-2.3299999999999983,0.0,-3.67,0.0,9.670000000000002,0.0,0.0,False
33,56rZ0D9KRVopC8H0Cji5_awfPCziq3TnNY-5AWzje-emQeRrYtb1UCqtA6BoLfgIt2JXQKQfDbOQAg,1.1099999999999994,-0.16999999999999993,0.3899999999999997,-0.029999999999999916,593.6000000000004,0.3800000000000008,1570.6100000000001,949.6700000000001,1570.6100000000001,-2261.8499999999985,0.06,0.19000000000000017,-0.1200000000000001,0.0,-0.02,52.34999999999991,-15.169999999999987,-0.6000000000000001,-2.1799999999999997,-0.04,-0.01,-0.37,50.31000000000006,5.949999999999989,0.020000000000000018,11.989999999999998,3.3200000000000003,14.650000000000002,-0.020000000000000018,52.180000000000064,3.2700000000000014,4.3000000000000025,-2.06,-11.34,0.0,-0.7699999999999996,0.0,2.490000000000002,0.0,0.0,False
34,5F97W3XAqscFlDq8-7eNijllqHIrfKCbFYjNfGIlVxfjJm44YlLZpUyWVpJDRcbtrfrTW5vruJpUgw,2.3000000000000007,1.3399999999999999,1.6899999999999995,-0.010000000000000009,2021.8600000000006,1.0200000000000014,-256.1299999999999,-1524.0,-256.1299999999999,5889.279999999999,0.29000000000000004,0.2499999999999999,0.98,0.0,-0.01,-3.4199999999998454,33.27999999999997,-0.21999999999999997,-1.42,0.009999999999999995,0.13999999999999996,0.05,-919.2599999999998,49.76999999999998,-0.05999999999999994,-1.9399999999999977,-5.02,-5.719999999999999,0.009999999999999981,-3.5599999999999454,-6.0,4.670000000000002,12.0,-5.33,-2.67,7.670000000000002,0.0,-4.340000000000003,0.0,0.0,False
35,5oDcXq6qJJA4OplgdWiFoOFFLhTIjMt-wJvh4blElwLBjfojSu2PSQ5krq9KY01MgvInCqYWbozdeg,1.2599999999999998,-1.3100000000000005,0.03000000000000025,0.19999999999999996,111.0,0.15000000000000036,179.77999999999975,-5370.52,179.77999999999975,-474.77000000000044,-0.14999999999999997,-0.06999999999999984,0.06000000000000005,0.0,-0.02,-490.78,-52.44999999999999,-2.9000000000000004,-11.28,-0.18,1.27,-1.2200000000000002,-443.9200000000001,158.75000000000006,0.33000000000000007,19.41,-6.630000000000001,-3.6300000000000026,0.12000000000000002,-490.84000000000015,4.360000000000001,5.900000000000002,7.440000000000001,0.6399999999999997,0.0,-16.92,0.0,-12.82,0.0,0.0,True
36,5sRbJoaQB2O-k1djUoBcMizEJdWaEV6eAS318Mz4DWtXTZ3zBfMlpxmPe17Rg6EwhMEqzy4_GKQarA,-4.6899999999999995,0.6500000000000004,0.13000000000000078,-0.29000000000000004,457.1900000000023,0.3699999999999992,1763.69,5730.51,1763.69,3706.8499999999985,0.010000000000000009,0.1299999999999999,-0.1499999999999999,-0.01,-0.05,227.42999999999984,49.43000000000001,0.13999999999999996,4.38,0.12000000000000001,-0.65,0.26999999999999996,-48.200000000000045,-21.75,0.0,13.09,6.850000000000001,-0.5700000000000003,0.01999999999999999,227.46000000000004,-11.42,0.620000000000001,-12.35,17.59,0.0,7.399999999999999,0.0,-8.649999999999999,0.0,0.0,False
